Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2016,10,14,SA,9751,201606,DO,Bus,5
2017,12,222,SU,622,201712,DO,Bus,5
2014,11,105,SA,13380,201406,DO,Bus,5
2016,9,603,SU,4859,201606,PT,Bus,5
2021,10,224,SA,3460,202109,DO,Bus,5
2018,9,55,SA,4577,201806,DO,Bus,5
2009,5,252,SA,1314,200812,DO,Bus,5
2017,9,4,SA,12613,201706,DO,Bus,5
2022,7,161,SA,465,202206,DO,Bus,5
2015,10,152,SA,7260,201506,DO,Bus,5
2009,10,605,SA,1221.8,200906,PT,Bus,5
2012,11,245,SU,501,201206,DO,Bus,5
2015,5,754,SA,14889,201412,DO,Bus,5
2016,1,66,SU,5634,201512,DO,Bus,5
2016,10,612,SA,1045,201606,DO,Bus,5
2013,3,704,SU,6387,201212,DO,Bus,5
2015,7,164,SU,3015,201506,DO,Bus,5
2011,12,14,SA,11038,201106,DO,Bus,5
2015,10,68,SA,4318,201506,DO,Bus,5
2019,3,205,SA,1574,201812,PT,Bus,5
2020,7,163,SU,2795,202006,DO,Bus,5
2016,7,603,SA,5992,201606,PT,Bus,5
2011,10,20,SA,8976,201106,DO,Bus,5
2015,1,201,SU,529,201412,DO,Bus,5
2021,10,10,SU,3248,202109,DO,Bus,5
2016,10,40,SA,11936,201606,DO,Bus,5
2011,10,217,SA,9080,201106,DO,Bus,5
2021,1,62,SA,1233,202012,DO,Bus,5
2019,1,733,SU,5231,201812,DO,Bus,5
2011,10,83,SU,2688,201106,DO,Bus,5
2020,8,803,SU,6981,202006,DO,Rail,5
2010,7,445,SA,699,201006,DO,Bus,5
2009,3,110,SU,3395,200812,DO,Bus,5
2010,10,267,SA,1633,201006,DO,Bus,5
2015,8,28,SA,11918,201506,DO,Bus,5
2011,12,665,SU,192,201106,DO,Bus,5
2013,6,183,DX,2409,201306,DO,Bus,5
2021,8,233,SU,7839,202106,DO,Bus,5
2021,1,754,SA,6954,202012,DO,Bus,5
2009,7,251,SU,6328,200906,DO,Bus,5
2020,5,460,SA,1630,202004,DO,Bus,5
2020,2,110,SA,4565,201912,DO,Bus,5
2020,8,744,SA,2190,202006,DO,Bus,5
2023,10,166,SU,2598,202306,DO,Bus,5
2013,6,207,DX,21068,201306,DO,Bus,5
2012,3,71,SA,743,201106,DO,Bus,5
2010,7,62,SA,2474,201006,DO,Bus,5
2012,11,152,SU,5669,201206,DO,Bus,5
2017,4,30,SA,10834,201612,DO,Bus,5
2015,8,115,SA,10385,201506,DO,Bus,5
2019,7,110,SU,2938,201906,DO,Bus,5
2013,3,687,SA,1255,201212,DO,Bus,5
2020,1,155,SU,478,201912,DO,Bus,5
2009,7,111,SU,11383,200906,DO,Bus,5
2023,4,205,SA,1424,202212,PT,Bus,5
2012,9,687,SA,1236,201206,DO,Bus,5
2021,10,62,SA,2107,202109,DO,Bus,5
2015,9,665,SU,188,201506,DO,Bus,5
2019,8,804,SA,29883,201906,DO,Rail,5
2020,8,71,SU,268,202006,DO,Bus,5
2017,10,115,SU,6998,201706,DO,Bus,5
2009,8,156,SA,1505,200906,DO,Bus,5
2013,3,10,SU,5689,201212,DO,Bus,5
2015,3,40,SU,12664,201412,DO,Bus,5
2019,5,251,SU,5280,201812,DO,Bus,5
2009,1,780,SA,3505,200812,DO,Bus,5
2013,3,710,SA,5488,201212,DO,Bus,5
2013,6,607,DX,57.05,201306,PT,Bus,5
2022,4,117,SA,3887,202202,DO,Bus,5
2010,5,96,SA,1590.4,200912,PT,Bus,5
2012,9,217,SA,8934,201206,DO,Bus,5
2009,1,42,SA,3418,200812,DO,Bus,5
2020,7,150,SU,4778,202006,DO,Bus,5
2010,10,224,SA,6597,201006,DO,Bus,5
2015,8,158,SU,943,201506,DO,Bus,5
2018,1,66,SU,4914,201712,DO,Bus,5
2015,8,256,SU,737,201506,PT,Bus,5
2015,3,35,SU,4558,201412,DO,Bus,5
2011,9,90,SU,3009,201106,DO,Bus,5
2015,8,180,SA,12612,201506,DO,Bus,5
2010,8,169,SU,207,201006,DO,Bus,5
2017,11,205,SU,1252,201706,PT,Bus,5
2015,3,603,SU,5461,201412,PT,Bus,5
2021,8,125,SU,2351,202106,PT,Bus,5
2010,10,704,SA,9036,201006,DO,Bus,5
2010,10,120,SA,1255,201006,DO,Bus,5
2018,9,71,SA,562,201806,DO,Bus,5
2011,10,92,SU,2912,201106,DO,Bus,5
2015,1,804,SU,23523,201412,DO,Rail,5
2017,4,155,SU,572,201612,DO,Bus,5
2016,1,92,SU,2380,201512,DO,Bus,5
2017,12,744,SU,2703,201712,DO,Bus,5
2013,6,645,DX,549,201306,DO,Bus,5
2014,11,120,SA,2094,201406,DO,Bus,5
2015,9,550,SU,592,201506,DO,Bus,5
2010,11,251,SU,5737,201006,DO,Bus,5
2009,1,4,SU,12765,200812,DO,Bus,5
2024,3,154,SA,402,202312,DO,Bus,5
2013,3,760,SA,3478,201212,DO,Bus,5
2020,1,16,SU,10618,201912,DO,Bus,5
2022,11,218,SU,384,202210,PT,Bus,5
2022,4,106,SA,1778,202202,DO,Bus,5
2024,3,120,SA,1469,202312,DO,Bus,5
2009,1,804,SU,12660.638,200812,DO,Rail,5
2023,9,204,SU,13541,202306,DO,Bus,5
2012,5,801,SU,52156.772,201106,DO,Rail,5
2011,12,222,SU,637,201106,DO,Bus,5
2017,4,115,SU,6728,201612,DO,Bus,5
2012,3,206,SA,8310,201106,DO,Bus,5
2021,11,35,SU,2177,202109,DO,Bus,5
2021,8,200,SU,6891,202106,DO,Bus,5
2021,10,164,SA,2922,202109,DO,Bus,5
2011,10,30,SU,11408,201106,DO,Bus,5
2016,10,66,SU,5981,201606,DO,Bus,5
2015,8,156,SU,1064,201506,DO,Bus,5
2017,4,71,SU,521,201612,DO,Bus,5
2022,9,150,SU,1329,202206,DO,Bus,5
2011,9,183,SU,752,201106,DO,Bus,5
2020,5,76,SA,2097,202004,DO,Bus,5
2021,7,601,SA,303,202106,DO,Bus,5
2011,11,18,SU,12427,201106,DO,Bus,5
2012,9,117,SA,7294,201206,DO,Bus,5
2012,9,290,SA,277,201206,DO,Bus,5
2009,1,66,SU,9748,200812,DO,Bus,5
2023,9,204,SA,15623,202306,DO,Bus,5
2013,5,16,SU,15908,201212,DO,Bus,5
2013,8,256,SA,977,201306,PT,Bus,5
2009,7,38,SU,2086,200906,DO,Bus,5
2019,11,222,SA,793,201906,DO,Bus,5
2017,7,230,SA,2034,201706,DO,Bus,5
2019,8,236,SA,651,201906,DO,Bus,5
2014,7,108,SU,7765,201406,DO,Bus,5
2014,1,18,SU,12410,201312,DO,Bus,5
2021,11,910,SU,5567,202109,DO,Bus,5
2023,12,236,SU,535,202312,DO,Bus,5
2009,1,485,SA,1647,200812,DO,Bus,5
2010,9,550,SU,1316,201006,DO,Bus,5
2018,11,53,SU,5222,201806,DO,Bus,5
2016,10,66,SA,10126,201606,DO,Bus,5
2009,8,205,SU,1286.8,200906,PT,Bus,5
2021,10,94,SU,3082,202109,DO,Bus,5
2020,3,602,SU,286,201912,DO,Bus,5
2019,1,125,SU,1554,201812,PT,Bus,5
2017,4,164,SA,3960,201612,DO,Bus,5
2013,1,62,SU,2083,201212,DO,Bus,5
2019,5,720,SU,14846,201812,DO,Bus,5
2016,4,110,SA,5602,201601,DO,Bus,5
2013,3,120,SU,1823,201212,DO,Bus,5
2023,12,807,SU,2181,202312,DO,Rail,5
2010,1,92,SA,4389,200912,DO,Bus,5
2021,11,487,SU,338,202109,DO,Bus,5
2017,5,68,SU,4026,201612,DO,Bus,5
2024,3,155,SU,683,202312,DO,Bus,5
2017,4,245,SU,464,201612,DO,Bus,5
2014,7,78,SU,5973,201406,DO,Bus,5
2019,7,234,SU,4937,201906,DO,Bus,5
2010,1,110,SA,5535,200912,DO,Bus,5
2024,3,155,SA,828,202312,DO,Bus,5
2010,9,901,SU,10306,201006,DO,Bus,5
2019,1,212,SU,5129,201812,DO,Bus,5
2012,11,230,SU,1832,201206,DO,Bus,5
2013,1,78,SU,5798,201212,DO,Bus,5
2009,10,108,SA,10730,200906,DO,Bus,5
2014,11,4,SA,17602,201406,DO,Bus,5
2023,5,108,SU,6454,202212,DO,Bus,5
2015,3,233,SU,8095,201412,DO,Bus,5
2013,6,210,DX,15087,201306,DO,Bus,5
2012,11,234,SU,3630,201206,DO,Bus,5
2011,12,222,SA,708,201106,DO,Bus,5
2012,3,110,SA,5307,201106,DO,Bus,5
2010,7,201,SU,550,201006,DO,Bus,5
2017,9,230,SA,2033,201706,DO,Bus,5
2014,8,270,SA,1379,201406,PT,Bus,5
2018,1,4,SU,9135,201712,DO,Bus,5
2012,9,267,SA,1785,201206,DO,Bus,5
2015,7,704,SU,7704,201506,DO,Bus,5
2019,11,222,SU,681,201906,DO,Bus,5
2012,11,108,SU,6890,201206,DO,Bus,5
2013,6,152,DX,12468,201306,DO,Bus,5
2011,4,62,SA,2503,201012,DO,Bus,5
2017,12,180,SU,7634,201712,DO,Bus,5
2015,7,252,SU,822,201506,DO,Bus,5
2009,7,30,SU,14698,200906,DO,Bus,5
2011,9,40,SU,17269,201106,DO,Bus,5
2010,8,81,SU,9446,201006,DO,Bus,5
2020,7,18,SU,9604,202006,DO,Bus,5
2016,10,83,SA,1827,201606,DO,Bus,5
2010,7,163,SU,5289,201006,DO,Bus,5
2010,10,62,SA,2355,201006,DO,Bus,5
2016,9,217,SU,4825,201606,DO,Bus,5
2019,1,803,SU,14992,201812,DO,Rail,5
2016,10,801,SA,46010,201606,DO,Rail,5
2015,10,217,SA,7232,201506,DO,Bus,5
2023,7,234,SA,5284,202306,DO,Bus,5
2024,3,106,SA,1860,202312,DO,Bus,5
2015,8,62,SU,2678,201506,DO,Bus,5
2020,5,120,SA,976,202004,DO,Bus,5
2010,7,55,SU,4486,201006,DO,Bus,5
2011,11,90,SU,2504,201106,DO,Bus,5
2019,5,665,SU,133,201812,DO,Bus,5
2010,1,720,SA,26396,200912,DO,Bus,5
2009,1,267,SU,1149,200812,DO,Bus,5
2009,9,62,SU,1858,200906,DO,Bus,5
2015,8,152,SA,6974,201506,DO,Bus,5
2023,12,801,SU,42485,202312,DO,Rail,5
2023,12,251,SU,5697,202312,DO,Bus,5
2010,7,720,SU,22336,201006,DO,Bus,5
2021,10,287,SA,266,202109,DO,Bus,5
2020,1,2,SU,5499,201912,DO,Bus,5
2015,1,603,SU,4807,201412,PT,Bus,5
2023,9,205,SU,1261,202306,PT,Bus,5
2019,3,125,SU,1673,201812,PT,Bus,5
2023,10,258,SU,759,202306,DO,Bus,5
2010,10,252,SA,1349,201006,DO,Bus,5
2024,3,111,SU,8231,202312,DO,Bus,5
2017,9,183,SA,672,201706,DO,Bus,5
2011,9,4,SU,14656,201106,DO,Bus,5
2013,1,190,SU,2907,201212,DO,Bus,5
2012,9,760,SA,3304,201206,DO,Bus,5
2012,3,125,SA,2942.6,201106,PT,Bus,5
2014,8,720,SA,27940,201406,DO,Bus,5
2015,1,204,SU,14704,201412,DO,Bus,5
2015,3,665,SU,203,201412,DO,Bus,5
2022,9,801,SU,23276,202206,DO,Rail,5
2014,8,212,SA,9965,201406,DO,Bus,5
2020,8,234,SA,4238,202006,DO,Bus,5
2013,3,265,SU,1001,201212,DO,Bus,5
2016,7,205,SA,1890,201606,PT,Bus,5
2023,10,690,SU,413,202306,DO,Bus,5
2011,4,217,SA,10778,201012,DO,Bus,5
2011,9,804,SU,18958.604,201106,DO,Rail,5
2021,1,78,SA,2790,202012,DO,Bus,5
2023,4,30,SU,7208,202212,DO,Bus,5
2009,9,102,SU,1053,200906,DO,Bus,5
2013,6,209,DX,910,201306,DO,Bus,5
2010,9,210,SU,10112,201006,DO,Bus,5
2010,10,267,SU,1180,201006,DO,Bus,5
2019,3,260,SA,7671,201812,DO,Bus,5
2017,11,212,SU,5368,201706,DO,Bus,5
2012,9,201,SA,658,201206,DO,Bus,5
2011,10,71,SA,728,201106,DO,Bus,5
2011,12,665,SA,236,201106,DO,Bus,5
2023,4,240,SU,5694,202212,DO,Bus,5
2016,10,70,SU,8056,201606,DO,Bus,5
2009,1,804,SA,15568.705,200812,DO,Rail,5
2018,1,206,SU,5664,201712,DO,Bus,5
2016,1,92,SA,3285,201512,DO,Bus,5
2019,1,62,SU,1937,201812,DO,Bus,5
2016,4,901,SA,15039,201601,DO,Bus,5
2020,1,70,SU,6332,201912,DO,Bus,5
2024,1,28,SU,5049,202312,DO,Bus,5
2019,8,233,SA,9146,201906,DO,Bus,5
2009,1,761,SU,4823,200812,DO,Bus,5
2016,7,130,SA,1431,201606,PT,Bus,5
2010,10,205,SU,1352.2,201006,PT,Bus,5
2016,7,754,SA,13423,201606,DO,Bus,5
2018,1,804,SU,24772,201712,DO,Rail,5
2012,5,603,SU,4477.8,201106,PT,Bus,5
2021,10,164,SU,2210,202109,DO,Bus,5
2010,7,534,SU,1398,201006,DO,Bus,5
2010,10,156,SU,1174,201006,DO,Bus,5
2009,8,612,SA,1675,200906,DO,Bus,5
2016,10,665,SA,229,201606,DO,Bus,5
2010,11,60,SU,9126,201006,DO,Bus,5
2017,12,105,SU,7866,201712,DO,Bus,5
2019,11,217,SU,4250,201906,DO,Bus,5
2022,9,802,SU,55880,202206,DO,Rail,5
2011,11,901,SU,9866,201106,DO,Bus,5
2014,11,605,SA,1037,201406,PT,Bus,5
2009,1,287,SA,572,200812,DO,Bus,5
2023,5,265,SU,444,202212,DO,Bus,5
2010,8,207,SU,14995,201006,DO,Bus,5
2009,5,233,SA,13059,200812,DO,Bus,5
2021,5,158,SA,859,202012,DO,Bus,5
2015,8,94,SU,5333,201506,DO,Bus,5
2015,5,234,SA,7048,201412,DO,Bus,5
2019,11,92,SU,2933,201906,DO,Bus,5
2011,12,102,SA,1311,201106,DO,Bus,5
2020,1,234,SU,4709,201912,DO,Bus,5
2022,4,94,SA,4041,202202,DO,Bus,5
2019,3,150,SU,6272,201812,DO,Bus,5
2015,3,487,SU,1062,201412,DO,Bus,5
2018,11,206,SU,6119,201806,DO,Bus,5
2014,9,236,SU,600,201406,DO,Bus,5
2009,9,115,SU,6913,200906,DO,Bus,5
2022,11,78,SU,3449,202210,DO,Bus,5
2020,5,35,SA,2079,202004,DO,Bus,5
2017,4,205,SU,1253,201612,PT,Bus,5
2012,5,550,SU,1327,201106,DO,Bus,5
2012,5,246,SU,1254,201106,DO,Bus,5
2015,8,206,SU,7387,201506,DO,Bus,5
2011,10,224,SA,6066,201106,DO,Bus,5
2023,4,150,SA,1904,202212,DO,Bus,5
2013,8,770,SA,4435,201306,DO,Bus,5
2017,11,40,SU,9275,201706,DO,Bus,5
2009,9,84,SU,6496,200906,DO,Bus,5
2016,11,252,SU,625,201606,DO,Bus,5
2015,9,233,SU,7472,201506,DO,Bus,5
2011,9,236,SU,561,201106,DO,Bus,5
2023,12,162,SU,4396,202312,DO,Bus,5
2009,1,780,SU,2356,200812,DO,Bus,5
2014,9,910,SU,4541,201406,DO,Bus,5
2021,11,236,SU,385,202109,DO,Bus,5
2011,4,125,SA,3185.4,201012,PT,Bus,5
2012,9,78,SA,8190,201206,DO,Bus,5
2012,9,612,SA,1259,201206,DO,Bus,5
2014,3,2,SU,9148,201312,DO,Bus,5
2021,10,154,SU,214,202109,DO,Bus,5
2017,9,534,SU,877,201706,DO,Bus,5
2021,10,534,SA,872,202109,DO,Bus,5
2010,10,761,SU,4752,201006,DO,Bus,5
2012,9,40,SA,16709,201206,DO,Bus,5
2014,8,210,SA,11800,201406,DO,Bus,5
2020,8,234,SU,3442,202006,DO,Bus,5
2015,5,4,SA,15190,201412,DO,Bus,5
2014,1,450,SU,311,201312,DO,Bus,5
2014,8,96,SA,907,201406,PT,Bus,5
2010,8,28,SU,6959,201006,DO,Bus,5
2010,7,611,SA,1801,201006,DO,Bus,5
2014,8,704,SU,6571,201406,DO,Bus,5
2023,5,754,SU,6236,202212,DO,Bus,5
2016,10,801,SU,37029,201606,DO,Rail,5
2017,11,603,SU,4798,201706,PT,Bus,5
2023,12,210,SU,7929,202312,DO,Bus,5
2012,3,910,SA,3752,201106,DO,Bus,5
2023,11,158,SU,656,202306,DO,Bus,5
2023,5,804,SU,12517,202212,DO,Rail,5
2010,1,125,SA,3093.4,200912,PT,Bus,5
2010,10,236,SU,546,201006,DO,Bus,5
2013,8,801,SA,60840.442,201306,DO,Rail,5
2016,9,110,SU,3459,201606,DO,Bus,5
2019,3,110,SU,3047,201812,DO,Bus,5
2016,9,150,SU,6591,201606,DO,Bus,5
2010,7,94,SA,4566,201006,DO,Bus,5
2016,9,164,SU,2876,201606,DO,Bus,5
2014,9,30,SU,10399,201406,DO,Bus,5
2009,1,167,SU,566.4,200812,PT,Bus,5
2016,4,45,SA,13174,201601,DO,Bus,5
2017,11,161,SU,241,201706,DO,Bus,5
2011,10,30,SA,15325,201106,DO,Bus,5
2012,11,45,SU,11980,201206,DO,Bus,5
2010,7,40,SA,14160,201006,DO,Bus,5
2019,8,243,SA,697,201906,DO,Bus,5
2019,11,501,SA,545,201906,PT,Bus,5
2015,5,605,SA,978,201412,PT,Bus,5
2015,5,90,SA,4246,201412,DO,Bus,5
2023,5,78,SU,3720,202212,DO,Bus,5
2010,7,70,SA,9254,201006,DO,Bus,5
2010,7,210,SU,10023,201006,DO,Bus,5
2010,9,803,SU,18303.498,201006,DO,Rail,5
2010,11,84,SU,5289,201006,DO,Bus,5
2023,5,206,SU,4673,202212,DO,Bus,5
2012,5,704,SU,6372,201106,DO,Bus,5
2011,9,201,SU,553,201106,DO,Bus,5
2013,1,33,SU,6632,201212,DO,Bus,5
2021,10,62,SU,1728,202109,DO,Bus,5
2020,8,754,SU,5156,202006,DO,Bus,5
2013,5,90,SU,3078,201212,DO,Bus,5
2023,11,251,SU,6437,202306,DO,Bus,5
2023,9,150,SU,1611,202306,DO,Bus,5
2017,10,150,SU,6660,201706,DO,Bus,5
2010,11,801,SU,41133.004,201006,DO,Rail,5
2017,11,246,SU,1131,201706,DO,Bus,5
2013,11,210,SA,12261,201306,DO,Bus,5
2023,12,611,SU,720,202312,DO,Bus,5
2016,10,733,SA,7472,201606,DO,Bus,5
2021,8,20,SU,4661,202106,DO,Bus,5
2010,5,290,SA,323,200912,DO,Bus,5
2021,11,233,SU,8125,202109,DO,Bus,5
2010,11,96,SU,1122.8,201006,PT,Bus,5
2018,1,602,SU,326,201712,DO,Bus,5
2024,1,127,SU,773,202312,DO,Bus,5
2014,9,70,SU,8906,201406,DO,Bus,5
2009,5,720,SA,27343,200812,DO,Bus,5
2009,1,605,SU,700.2,200812,PT,Bus,5
2010,10,26,SU,13905,201006,DO,Bus,5
2009,3,10,SU,5779,200812,DO,Bus,5
2012,4,266,SU,2372.2,201106,PT,Bus,5
2017,11,120,SU,1556,201706,DO,Bus,5
2013,3,740,SA,3120,201212,DO,Bus,5
2016,4,801,SA,48565.7794808093,201601,DO,Rail,5
2023,10,76,SU,3625,202306,DO,Bus,5
2013,8,84,SA,7251,201306,DO,Bus,5
2015,1,612,SU,895,201412,DO,Bus,5
2016,1,130,SU,1168,201512,PT,Bus,5
2014,7,292,SU,1262,201406,DO,Bus,5
2015,8,256,SA,896,201506,PT,Bus,5
2009,1,704,SA,8335,200812,DO,Bus,5
2017,9,603,SU,4868,201706,PT,Bus,5
2018,9,155,SA,873,201806,DO,Bus,5
2022,7,4,SA,16608,202206,DO,Bus,5
2021,10,155,SU,601,202109,DO,Bus,5
2011,10,76,SU,6593,201106,DO,Bus,5
2009,1,287,SU,488,200812,DO,Bus,5
2017,11,501,SU,380,201706,PT,Bus,5
2014,11,740,SA,2320,201406,DO,Bus,5
2018,11,92,SU,3402,201806,DO,Bus,5
2017,9,265,SA,776,201706,DO,Bus,5
2013,5,155,SU,634,201212,DO,Bus,5
2016,10,16,SA,16688,201606,DO,Bus,5
2017,9,265,SU,624,201706,DO,Bus,5
2016,1,83,SA,1810,201512,DO,Bus,5
2013,11,163,SU,4742,201306,DO,Bus,5
2020,7,183,SU,312,202006,DO,Bus,5
2011,10,167,SU,969.2,201106,PT,Bus,5
2013,11,166,SA,3513,201306,DO,Bus,5
2014,5,217,SA,8287,201312,DO,Bus,5
2018,11,152,SU,4517,201806,DO,Bus,5
2013,8,10,SA,8050,201306,DO,Bus,5
2017,11,745,SU,1846,201706,DO,Bus,5
2015,9,204,SU,16267,201506,DO,Bus,5
2013,11,210,SU,11971,201306,DO,Bus,5
2014,8,111,SA,14698,201406,DO,Bus,5
2013,1,230,SU,1815,201212,DO,Bus,5
2010,7,90,SA,3886,201006,DO,Bus,5
2019,1,612,SU,744,201812,DO,Bus,5
2017,4,217,SA,5703,201612,DO,Bus,5
2023,4,294,SA,1101,202212,DO,Bus,5
2021,5,854,SA,1144,202012,DO,Bus,5
2022,11,206,SU,3124,202210,DO,Bus,5
2015,7,210,SU,10914,201506,DO,Bus,5
2020,7,2,SU,4075,202006,DO,Bus,5
2010,7,70,SU,9552,201006,DO,Bus,5
2013,5,534,SU,1456,201212,DO,Bus,5
2013,3,260,SA,11792,201212,DO,Bus,5
2024,1,110,SU,2823,202312,DO,Bus,5
2011,11,169,SU,171,201106,DO,Bus,5
2010,10,761,SA,7280,201006,DO,Bus,5
2016,4,806,SA,21945.2578976396,201601,DO,Rail,5
2010,7,550,SA,1625,201006,DO,Bus,5
2021,7,230,SA,1549,202106,DO,Bus,5
2011,4,761,SA,6282,201012,DO,Bus,5
2015,1,218,SU,458,201412,PT,Bus,5
2010,10,110,SA,5401,201006,DO,Bus,5
2013,11,117,SU,5669,201306,DO,Bus,5
2020,2,120,SA,1875,201912,DO,Bus,5
2013,6,760,DX,5662,201306,DO,Bus,5
2014,8,260,SA,11081,201406,DO,Bus,5
2013,3,761,SA,6666,201212,DO,Bus,5
2017,9,487,SA,1150,201706,DO,Bus,5
2023,4,236,SA,642,202212,DO,Bus,5
2017,5,292,SU,1062,201612,DO,Bus,5
2015,8,115,SU,7909,201506,DO,Bus,5
2013,6,740,DX,3411,201306,DO,Bus,5
2021,7,105,SA,9249,202106,DO,Bus,5
2015,1,251,SA,8735,201412,DO,Bus,5
2011,7,733,SA,11932,201106,DO,Bus,5
2016,4,344,SA,1212,201601,DO,Bus,5
2014,8,70,SA,9278,201406,DO,Bus,5
2010,9,605,SU,824.8,201006,PT,Bus,5
2016,10,344,SU,694,201606,DO,Bus,5
2022,9,294,SU,945,202206,DO,Bus,5
2021,5,234,SA,5134,202012,DO,Bus,5
2017,4,217,SU,4400,201612,DO,Bus,5
2013,8,704,SA,7732,201306,DO,Bus,5
2021,1,224,SA,2374,202012,DO,Bus,5
2022,7,804,SA,15489,202206,DO,Rail,5
2009,1,704,SU,6582,200812,DO,Bus,5
2010,9,665,SU,212,201006,DO,Bus,5
2011,12,761,SA,5653,201106,DO,Bus,5
2017,10,78,SU,4631,201706,DO,Bus,5
2023,9,182,SU,1298,202306,DO,Bus,5
2016,11,210,SU,8890,201606,DO,Bus,5
2014,11,68,SA,4424,201406,DO,Bus,5
2020,1,268,SU,787,201912,DO,Bus,5
2011,10,125,SA,3057.6,201106,PT,Bus,5
2012,4,14,SU,8855,201106,DO,Bus,5
2014,8,155,SA,1018,201406,DO,Bus,5
2023,5,117,SU,4039,202212,DO,Bus,5
2015,1,218,SA,671,201412,PT,Bus,5
2022,9,10,SU,3185,202206,DO,Bus,5
2011,4,770,SA,4760,201012,DO,Bus,5
2009,9,251,SU,6407,200906,DO,Bus,5
2013,11,487,SU,1006,201306,DO,Bus,5
2012,5,111,SU,11087,201106,DO,Bus,5
2011,11,251,SU,5396,201106,DO,Bus,5
2021,10,206,SU,4178,202109,DO,Bus,5
2023,9,260,SU,5050,202306,DO,Bus,5
2013,3,704,SA,7769,201212,DO,Bus,5
2011,12,760,SA,3448,201106,DO,Bus,5
2013,5,720,SU,23107,201212,DO,Bus,5
2015,1,92,SU,2507,201412,DO,Bus,5
2017,4,234,SU,5105,201612,DO,Bus,5
2018,9,207,SA,20505,201806,DO,Bus,5
2020,8,910,SU,3904,202006,DO,Bus,5
2021,10,51,SA,18475,202109,DO,Bus,5
2009,1,217,SA,10519,200812,DO,Bus,5
2015,5,806,SA,20767.0236683707,201412,DO,Rail,5
2016,7,200,SA,10159,201606,DO,Bus,5
2024,1,102,SU,959,202312,DO,Bus,5
2011,7,210,SA,12379,201106,DO,Bus,5
2013,8,169,SA,244,201306,DO,Bus,5
2023,4,20,SA,6262,202212,DO,Bus,5
2010,11,485,SU,858,201006,DO,Bus,5
2011,9,105,SU,10192,201106,DO,Bus,5
2023,12,460,SU,2317,202312,DO,Bus,5
2021,11,45,SU,7616,202109,DO,Bus,5
2020,8,30,SU,4860,202006,DO,Bus,5
2011,9,487,SU,1012,201106,DO,Bus,5
2011,4,268,SA,1383,201012,DO,Bus,5
2010,7,233,SU,9781,201006,DO,Bus,5
2010,9,611,SU,1434,201006,DO,Bus,5
2009,9,33,SU,14023,200906,DO,Bus,5
2016,7,256,SA,834,201606,PT,Bus,5
2022,7,94,SA,3890,202206,DO,Bus,5
2021,7,102,SU,1149,202106,DO,Bus,5
2020,8,60,SU,6407,202006,DO,Bus,5
2009,1,42,SU,1318,200812,DO,Bus,5
2020,3,754,SU,6570,201912,DO,Bus,5
2016,4,4,SA,13239,201601,DO,Bus,5
2009,8,130,SU,1047.2,200906,PT,Bus,5
2014,3,233,SU,9189,201312,DO,Bus,5
2024,3,910,SA,7809,202312,DO,Bus,5
2021,8,232,SU,3040,202106,PT,Bus,5
2011,11,20,SU,5679,201106,DO,Bus,5
2017,9,117,SU,4693,201706,DO,Bus,5
2013,3,163,SA,6666,201212,DO,Bus,5
2023,4,92,SA,3566,202212,DO,Bus,5
2009,3,490,SU,1165,200812,DO,Bus,5
2011,4,55,SA,7219,201012,DO,Bus,5
2022,4,205,SA,1282,202202,PT,Bus,5
2019,3,754,SU,8673,201812,DO,Bus,5
2016,10,230,SA,2389,201606,DO,Bus,5
2017,9,155,SU,569,201706,DO,Bus,5
2021,8,94,SU,2907,202106,DO,Bus,5
2020,7,704,SU,3994,202006,DO,Bus,5
2012,3,217,SA,8577,201106,DO,Bus,5
2010,1,687,SA,1179,200912,DO,Bus,5
2023,4,127,SA,843,202212,DO,Bus,5
2012,3,605,SA,831.6,201106,PT,Bus,5
2017,11,230,SU,1566,201706,DO,Bus,5
2016,10,33,SA,7468,201606,DO,Bus,5
2016,7,14,SA,9769,201606,DO,Bus,5
2014,7,910,SU,4601,201406,DO,Bus,5
2010,7,218,SA,605.2,201006,PT,Bus,5
2014,3,234,SU,4012,201312,DO,Bus,5
2011,10,612,SU,1047,201106,DO,Bus,5
2014,5,222,SU,633,201312,DO,Bus,5
2016,10,102,SU,1520,201606,DO,Bus,5
2015,3,60,SU,11797,201412,DO,Bus,5
2009,10,745,SA,5135,200906,DO,Bus,5
2011,4,163,SA,7046,201012,DO,Bus,5
2021,10,258,SA,548,202109,DO,Bus,5
2017,10,232,SU,2750,201706,PT,Bus,5
2016,10,236,SA,730,201606,DO,Bus,5
2015,5,802,SA,94501.2724242967,201412,DO,Rail,5
2014,5,94,SA,7576,201312,DO,Bus,5
2024,1,267,SU,459,202312,DO,Bus,5
2023,5,242,SU,691,202212,DO,Bus,5
2009,8,770,SA,4601,200906,DO,Bus,5
2019,11,801,SA,32434,201906,DO,Rail,5
2021,11,28,SU,4256,202109,DO,Bus,5
2017,9,901,SA,13599,201706,DO,Bus,5
2017,10,212,SU,6185,201706,DO,Bus,5
2020,2,205,SA,1682,201912,PT,Bus,5
2019,1,60,SU,8250,201812,DO,Bus,5
2009,3,804,SU,12373.87,200812,DO,Rail,5
2021,7,30,SU,6598,202106,DO,Bus,5
2019,11,166,SU,1816,201906,DO,Bus,5
2009,1,158,SU,691,200812,DO,Bus,5
